"SchoolYear","IsdCode","IsdName","DistrictCode","DistrictName","BuildingName","BuildingCode","EntityType","Grade","Subject","TestingGroup","NumberAboveAverageGrowth","NumberAverageGrowth","NumberBelowAverageGrowth","PercentAboveAverage","PercentAverageGrowth","PercentBelowAverage","TotalIncluded","MeanSGP"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","08","Social Studies","Black, not of Hispanic origin","< 10","13","33","< 5","27.10","68.80","48","25.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","08","Social Studies","Male","< 10","< 10","19","< 5","26.90","73.10","26","21.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","08","Social Studies","Female","< 10","< 10","14","9.10","27.30","63.60","22","30.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","08","Social Studies","Not English Learners","< 10","13","33","< 5","27.10","68.80","48","25.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","08","Social Studies","Not Migrant","< 10","13","33","< 5","27.10","68.80","48","25.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","All Grades","Social Studies","All Students","< 10","13","33","< 5","27.10","68.80","48","25.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","All Grades","Social Studies","Economically Disadvantaged","< 10","12","31","< 5","27.30","70.50","44","24.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","All Grades","Social Studies","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","All Grades","Social Studies","Black, not of Hispanic origin","< 10","13","33","< 5","27.10","68.80","48","25.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","All Grades","Social Studies","Male","< 10","< 10","19","< 5","26.90","73.10","26","21.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","All Grades","Social Studies","Female","< 10","< 10","14","9.10","27.30","63.60","22","30.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","All Grades","Social Studies","Not English Learners","< 10","13","33","< 5","27.10","68.80","48","25.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","All Grades","Social Studies","Not Migrant","< 10","13","33","< 5","27.10","68.80","48","25.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","All Grades","English Language Arts","All Students","43","114","116","15.80","41.80","42.50","273","38.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","All Grades","English Language Arts","Economically Disadvantaged","40","110","108","15.50","42.60","41.90","258","38.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","All Grades","English Language Arts","Not Economically Disadvantaged","< 10","< 10","< 10","20.00","26.70","53.30","15","36.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","All Grades","English Language Arts","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","All Grades","English Language Arts","Black, not of Hispanic origin","43","111","113","16.10","41.60","42.30","267","38.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","All Grades","English Language Arts","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","All Grades","English Language Arts","White, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","All Grades","English Language Arts","Asian","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","All Grades","English Language Arts","Male","26","67","67","16.30","41.90","41.90","160","38.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","All Grades","English Language Arts","Female","17","47","49","15.00","41.60","43.40","113","38.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","All Grades","English Language Arts","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","All Grades","English Language Arts","Not English Learners","43","113","115","15.90","41.70","42.40","271","38.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","All Grades","English Language Arts","Not Migrant","43","114","116","15.80","41.80","42.50","273","38.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","06","English Language Arts","All Students","< 10","24","28","13.30","40.00","46.70","60","35.70"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","06","English Language Arts","Economically Disadvantaged","< 10","24","28","11.90","40.70","47.50","59","34.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","06","English Language Arts","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","06","English Language Arts","Black, not of Hispanic origin","< 10","24","27","13.60","40.70","45.80","59","36.20"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","06","English Language Arts","White, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","06","English Language Arts","Male","< 10","13","13","21.20","39.40","39.40","33","38.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","06","English Language Arts","Female","< 10","11","15","< 5","40.70","55.60","27","31.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","06","English Language Arts","Not English Learners","< 10","24","28","13.30","40.00","46.70","60","35.70"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","06","English Language Arts","Not Migrant","< 10","24","28","13.30","40.00","46.70","60","35.70"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","07","English Language Arts","All Students","< 10","24","29","14.50","38.70","46.80","62","35.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","07","English Language Arts","Economically Disadvantaged","< 10","22","24","16.40","40.00","43.60","55","36.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","07","English Language Arts","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","07","English Language Arts","Black, not of Hispanic origin","< 10","24","27","15.00","40.00","45.00","60","35.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","07","English Language Arts","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","07","English Language Arts","White, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","07","English Language Arts","Male","< 10","14","19","13.20","36.80","50.00","38","33.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","07","English Language Arts","Female","< 10","10","10","16.70","41.70","41.70","24","36.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","07","English Language Arts","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","07","English Language Arts","Not English Learners","< 10","24","28","14.80","39.30","45.90","61","35.20"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","07","English Language Arts","Not Migrant","< 10","24","29","14.50","38.70","46.80","62","35.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","08","English Language Arts","All Students","10","19","22","19.60","37.30","43.10","51","40.70"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","08","English Language Arts","Economically Disadvantaged","10","19","19","20.80","39.60","39.60","48","42.70"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","05","Mathematics","All Students","13","21","23","22.80","36.80","40.40","57","42.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","05","Mathematics","Economically Disadvantaged","12","20","22","22.20","37.00","40.70","54","42.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","05","Mathematics","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","05","Mathematics","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","05","Mathematics","Black, not of Hispanic origin","13","21","22","23.20","37.50","39.30","56","43.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","05","Mathematics","Male","< 10","18","12","18.90","48.60","32.40","37","45.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","05","Mathematics","Female","< 10","< 10","11","30.00","15.00","55.00","20","39.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","05","Mathematics","Not English Learners","13","21","23","22.80","36.80","40.40","57","42.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","05","Mathematics","Not Migrant","13","21","23","22.80","36.80","40.40","57","42.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","04","Mathematics","All Students","< 10","19","18","11.90","45.20","42.90","42","40.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","04","Mathematics","Economically Disadvantaged","< 10","19","17","12.20","46.30","41.50","41","41.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","Marquette Elementary-Middle School",2390,"LEA School","04","Mathematics","Not Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
